cdr_id,caller_person_id,receiver_person_id,duration_seconds,call_date
CDR1302,P106,P078,917,2026-04-16
CDR1303,P071,P039,1605,2026-03-22
CDR1304,P049,P028,279,2025-11-09
CDR1305,P048,P007,1571,2026-02-22
CDR1306,P069,P146,1264,2025-10-03
CDR1307,P060,P007,745,2025-09-24
CDR1308,P021,P123,284,2026-02-01
CDR1309,P129,P121,1468,2025-12-22
CDR1310,P096,P048,1755,2025-11-05
CDR1311,P100,P126,980,2026-01-03
CDR1312,P036,P042,405,2026-04-17
CDR1313,P058,P009,846,2026-07-25
CDR1314,P004,P070,855,2026-06-30
CDR1315,P057,P052,1561,2026-01-06
CDR1316,P053,P017,372,2026-08-19
CDR1317,P113,P126,1418,2026-03-19
CDR1318,P084,P118,515,2026-07-05
CDR1319,P110,P104,1599,2026-04-09
CDR1320,P011,P098,1484,2026-04-17
CDR1321,P081,P101,1262,2025-11-19
CDR1322,P147,P138,1085,2026-03-12
CDR1323,P010,P134,233,2026-03-13
CDR1324,P116,P117,1703,2026-02-03
CDR1325,P011,P063,1072,2026-08-04
CDR1326,P138,P102,1515,2025-10-17
CDR1327,P011,P143,803,2026-07-16
CDR1328,P133,P013,398,2026-02-22
CDR1329,P075,P113,825,2026-08-03
CDR1330,P078,P074,954,2026-03-31
CDR1331,P043,P109,612,2026-01-08
CDR1332,P014,P133,301,2026-08-24
CDR1333,P119,P116,195,2025-10-22
CDR1334,P129,P029,378,2026-04-02
CDR1335,P150,P140,287,2026-04-19
CDR1336,P101,P106,672,2026-02-11
CDR1337,P116,P007,376,2026-07-28
CDR1338,P117,P052,941,2025-09-25
CDR1339,P024,P065,673,2026-06-30
CDR1340,P042,P032,196,2025-10-07
CDR1341,P030,P116,1308,2026-06-29
CDR1342,P093,P022,1082,2025-10-05
CDR1343,P099,P131,1263,2026-02-06
CDR1344,P041,P097,1137,2026-01-12
CDR1345,P098,P012,1583,2025-10-02
CDR1346,P044,P086,1168,2026-03-29
CDR1347,P039,P042,1789,2025-09-20
CDR1348,P038,P046,1585,2025-10-01
CDR1349,P014,P108,640,2026-03-05
CDR1350,P080,P115,601,2026-06-26
CDR1351,P047,P031,279,2026-05-02
CDR1352,P052,P001,1285,2026-08-24
CDR1353,P065,P004,949,2026-02-15
CDR1354,P128,P140,1663,2026-08-24
CDR1355,P002,P127,497,2026-07-18
CDR1356,P056,P122,939,2026-04-09
CDR1357,P105,P114,172,2026-07-15
CDR1358,P002,P063,1130,2026-08-13
CDR1359,P072,P143,1689,2026-05-09
CDR1360,P054,P013,388,2026-08-07
CDR1361,P038,P015,1347,2026-02-10
CDR1362,P090,P010,307,2025-09-19
CDR1363,P009,P148,1726,2026-04-25
CDR1364,P077,P085,189,2025-10-04
CDR1365,P013,P028,863,2026-03-07
CDR1366,P046,P042,1386,2025-12-30
CDR1367,P073,P147,1622,2026-05-15
CDR1368,P144,P046,942,2026-07-13
CDR1369,P149,P093,83,2026-06-02
CDR1370,P024,P077,671,2026-01-17
CDR1371,P095,P098,1689,2025-09-10
CDR1372,P018,P110,1737,2026-07-17
CDR1373,P141,P017,609,2026-06-03
CDR1374,P121,P035,259,2025-11-03
CDR1375,P071,P085,1089,2026-07-04
CDR1376,P106,P135,439,2026-07-18
CDR1377,P054,P015,233,2026-03-05
CDR1378,P147,P136,189,2026-08-12
CDR1379,P124,P074,884,2026-05-24
CDR1380,P082,P067,1086,2026-04-05
CDR1381,P148,P091,275,2025-10-05
CDR1382,P145,P128,1074,2026-07-26
CDR1383,P128,P127,1664,2026-02-09
CDR1384,P047,P060,1461,2026-07-01
CDR1385,P075,P050,13,2026-08-28
CDR1386,P031,P007,962,2025-11-15
CDR1387,P031,P054,1647,2026-08-29
CDR1388,P107,P106,103,2025-12-07
CDR1389,P086,P090,1157,2026-06-01
CDR1390,P055,P003,1321,2026-09-02
CDR1391,P052,P073,531,2026-03-08
CDR1392,P018,P079,624,2026-06-06
CDR1393,P130,P141,673,2026-01-07
CDR1394,P002,P030,1414,2026-01-20
CDR1395,P086,P088,821,2025-10-28
CDR1396,P146,P008,1714,2026-07-08
CDR1397,P045,P050,686,2026-08-14
CDR1398,P087,P123,981,2026-02-02
CDR1399,P010,P035,996,2025-12-02
CDR1400,P040,P118,1781,2026-05-12
CDR1401,P138,P086,957,2026-02-10
CDR1402,P106,P015,1720,2026-02-12
CDR1403,P134,P077,1167,2026-07-24
CDR1404,P081,P143,1107,2026-09-02
CDR1405,P005,P054,1192,2025-11-29
CDR1406,P085,P091,145,2026-08-24
CDR1407,P039,P072,1731,2026-05-26
CDR1408,P008,P087,778,2026-04-15
CDR1409,P137,P043,1179,2026-03-25
CDR1410,P100,P048,1228,2025-12-26
CDR1411,P030,P079,1454,2026-02-20
CDR1412,P081,P009,566,2025-11-14
CDR1413,P106,P023,1027,2025-09-22
CDR1414,P061,P096,935,2026-06-27
CDR1415,P078,P056,1085,2026-03-01
CDR1416,P078,P045,239,2026-07-06
CDR1417,P096,P010,1602,2026-07-30
CDR1418,P052,P024,918,2026-07-30
CDR1419,P130,P007,1646,2025-10-24
CDR1420,P124,P129,325,2026-04-11
CDR1421,P049,P088,1000,2026-08-05
CDR1422,P135,P080,1598,2026-03-28
CDR1423,P084,P037,1585,2026-05-08
CDR1424,P026,P133,1395,2026-08-12
CDR1425,P034,P053,1493,2026-05-05
CDR1426,P010,P118,803,2026-05-24
CDR1427,P134,P030,18,2025-12-31
CDR1428,P080,P012,1417,2026-02-14
CDR1429,P023,P086,966,2026-03-10
CDR1430,P012,P027,1076,2026-01-30
CDR1431,P080,P006,1192,2026-06-18
CDR1432,P080,P054,667,2025-09-07
CDR1433,P052,P050,596,2025-10-04
CDR1434,P071,P137,663,2026-06-17
CDR1435,P113,P031,568,2025-09-25
CDR1436,P039,P041,570,2026-02-21
CDR1437,P030,P004,1285,2026-04-06
CDR1438,P144,P132,219,2026-04-14
CDR1439,P053,P139,727,2026-02-23
CDR1440,P141,P082,565,2025-11-11
CDR1441,P037,P073,1185,2026-07-24
CDR1442,P063,P044,155,2026-08-07
CDR1443,P080,P087,1117,2026-02-04
CDR1444,P114,P013,276,2026-05-30
CDR1445,P008,P121,1393,2026-05-03
CDR1446,P013,P028,795,2026-05-11
CDR1447,P014,P023,883,2026-04-28
CDR1448,P101,P046,1453,2026-03-22
CDR1449,P115,P092,649,2026-02-11
CDR1450,P086,P051,1470,2026-07-20
CDR1451,P137,P021,1557,2025-12-31
CDR1452,P120,P146,279,2026-08-19
CDR1453,P024,P120,209,2025-10-07
CDR1454,P117,P080,1411,2025-11-11
CDR1455,P120,P121,484,2026-06-27
CDR1456,P058,P037,1773,2026-09-03
CDR1457,P067,P094,812,2026-08-22
CDR1458,P047,P085,1625,2026-07-04
CDR1459,P084,P117,1008,2026-08-18
CDR1460,P008,P017,983,2025-12-16
CDR1461,P029,P090,990,2026-08-21
CDR1462,P119,P044,588,2025-10-19
CDR1463,P090,P148,270,2025-11-20
CDR1464,P131,P027,840,2026-03-20
CDR1465,P028,P084,1148,2026-04-12
CDR1466,P019,P078,1101,2025-12-13
CDR1467,P119,P103,1219,2026-01-21
CDR1468,P106,P062,1281,2026-07-16
CDR1469,P063,P141,335,2026-06-21
CDR1470,P124,P099,145,2025-11-21
CDR1471,P088,P054,1676,2026-01-16
CDR1472,P111,P112,1171,2026-04-12
CDR1473,P088,P140,1431,2026-03-02
CDR1474,P061,P045,1367,2026-08-21
CDR1475,P020,P147,1723,2026-03-18
CDR1476,P125,P030,1222,2025-09-25
CDR1477,P119,P084,1146,2026-06-01
CDR1478,P025,P114,370,2026-05-31
CDR1479,P079,P104,152,2026-04-27
CDR1480,P028,P098,680,2026-02-25
CDR1481,P127,P016,195,2026-04-18
CDR1482,P056,P036,1199,2026-08-03
CDR1483,P001,P038,1363,2026-08-11
CDR1484,P039,P116,1098,2026-06-18
CDR1485,P075,P100,1270,2026-03-26
CDR1486,P148,P115,410,2026-04-05
CDR1487,P053,P082,623,2026-05-04
CDR1488,P146,P078,900,2026-05-20
CDR1489,P089,P023,1203,2026-08-28
CDR1490,P003,P131,837,2026-02-27
CDR1491,P033,P076,137,2026-06-22
CDR1492,P095,P141,118,2026-08-31
CDR1493,P001,P144,1690,2025-11-14
CDR1494,P092,P029,1773,2026-08-18
CDR1495,P073,P008,491,2026-02-02
CDR1496,P111,P101,1290,2026-06-08
CDR1497,P082,P098,841,2026-04-25
CDR1498,P098,P112,1126,2026-03-14
CDR1499,P055,P045,982,2026-06-24
CDR1500,P036,P049,1147,2026-02-22
CDR1501,P099,P093,1730,2025-12-27
CDR1502,P107,P040,600,2025-09-28
CDR1503,P033,P035,33,2025-11-05
CDR1504,P019,P005,304,2026-03-24
CDR1505,P125,P112,288,2025-09-29
CDR1506,P022,P036,1325,2025-09-04
CDR1507,P107,P117,1625,2026-05-03
CDR1508,P109,P047,940,2026-03-21
CDR1509,P131,P109,1140,2025-12-03
CDR1510,P116,P099,737,2025-10-04
CDR1511,P058,P048,879,2025-11-11
CDR1512,P002,P148,1030,2026-08-23
CDR1513,P061,P129,561,2025-11-18
CDR1514,P106,P140,1190,2025-10-29
CDR1515,P094,P009,87,2026-02-14
CDR1516,P146,P124,1453,2025-11-30
CDR1517,P095,P029,1198,2025-10-13
CDR1518,P124,P021,300,2025-12-09
CDR1519,P135,P072,962,2025-10-21
CDR1520,P133,P021,1081,2026-03-15
CDR1521,P023,P063,977,2026-02-16
CDR1522,P020,P139,1644,2026-02-04
CDR1523,P149,P080,1265,2026-04-26
CDR1524,P014,P088,1105,2026-07-25
CDR1525,P003,P121,939,2026-02-27
CDR1526,P132,P121,1185,2025-09-20
CDR1527,P085,P108,732,2026-08-08
CDR1528,P076,P075,353,2026-04-05
CDR1529,P010,P078,1498,2026-08-28
CDR1530,P145,P067,135,2026-07-12
CDR1531,P122,P149,356,2026-02-07
CDR1532,P147,P014,1354,2026-02-08
CDR1533,P075,P007,597,2026-01-25
CDR1534,P125,P022,269,2025-11-20
CDR1535,P130,P020,1753,2026-07-14
CDR1536,P072,P065,281,2026-07-18
CDR1537,P072,P071,1766,2025-11-07
CDR1538,P066,P004,1528,2025-12-13
CDR1539,P029,P045,1221,2026-02-03
CDR1540,P039,P115,767,2026-05-06
CDR1541,P045,P067,1612,2026-07-18
CDR1542,P061,P125,380,2026-08-15
CDR1543,P136,P009,712,2026-08-25
CDR1544,P022,P038,1229,2026-06-29
CDR1545,P040,P127,1551,2025-10-05
CDR1546,P106,P099,497,2026-06-02
CDR1547,P113,P043,441,2026-08-04
CDR1548,P148,P089,121,2025-10-08
CDR1549,P068,P030,117,2026-02-20
CDR1550,P043,P119,826,2026-03-10
CDR1551,P122,P078,985,2026-04-09
CDR1552,P137,P060,787,2025-11-09
CDR1553,P100,P122,547,2025-11-25
CDR1554,P038,P136,1792,2025-10-29
CDR1555,P112,P004,601,2026-05-15
CDR1556,P115,P098,1399,2026-02-21
CDR1557,P081,P136,1408,2025-09-20
CDR1558,P011,P025,1098,2025-11-26
CDR1559,P091,P111,1260,2026-04-07
CDR1560,P070,P086,563,2025-10-21
CDR1561,P069,P026,532,2025-10-14
CDR1562,P150,P101,954,2026-04-10
CDR1563,P062,P050,1074,2026-07-19
CDR1564,P087,P047,651,2025-09-08
CDR1565,P141,P003,1387,2026-08-30
CDR1566,P003,P018,34,2025-11-25
CDR1567,P106,P026,1085,2026-07-14
CDR1568,P027,P115,729,2025-10-25
CDR1569,P057,P073,525,2025-09-14
CDR1570,P050,P009,58,2025-09-26
CDR1571,P024,P015,1226,2026-05-24
CDR1572,P056,P032,1460,2026-01-25
CDR1573,P031,P023,1763,2026-02-10
CDR1574,P034,P097,1354,2025-12-29
CDR1575,P145,P048,237,2025-10-16
CDR1576,P048,P065,613,2026-07-28
CDR1577,P120,P020,1318,2026-08-08
CDR1578,P117,P071,1585,2026-03-31
CDR1579,P110,P083,537,2025-09-18
CDR1580,P042,P019,577,2025-10-29
CDR1581,P016,P098,805,2026-06-29
CDR1582,P086,P016,538,2026-03-03
CDR1583,P068,P046,912,2026-01-17
CDR1584,P018,P126,420,2026-07-31
CDR1585,P101,P046,1331,2025-11-18
CDR1586,P126,P028,304,2025-12-02
CDR1587,P139,P111,457,2026-04-14
CDR1588,P028,P114,1475,2025-11-07
CDR1589,P067,P027,81,2026-03-04
CDR1590,P019,P147,1500,2026-07-14
CDR1591,P065,P115,48,2026-05-15
CDR1592,P128,P039,1347,2026-08-06
CDR1593,P001,P010,1371,2025-11-11
CDR1594,P100,P069,320,2025-11-10
CDR1595,P085,P101,1186,2025-10-11
CDR1596,P001,P132,1459,2025-11-14
CDR1597,P126,P123,903,2025-11-02
CDR1598,P104,P018,1116,2025-09-15
CDR1599,P058,P001,797,2026-04-10
CDR1600,P124,P032,1171,2025-10-03
CDR1601,P138,P092,692,2026-07-07
CDR1602,P078,P103,123,2026-03-18
CDR1603,P024,P094,1104,2026-04-16
CDR1604,P088,P021,1732,2026-01-20
CDR1605,P118,P075,1336,2026-08-26
CDR1606,P052,P046,1145,2026-08-08
CDR1607,P011,P099,1363,2026-05-27
CDR1608,P049,P077,1435,2026-05-21
CDR1609,P100,P028,1301,2026-07-06
CDR1610,P092,P125,183,2026-06-25
CDR1611,P113,P049,296,2026-08-04
CDR1612,P010,P050,61,2025-12-09
CDR1613,P062,P126,806,2025-09-15
CDR1614,P017,P139,1327,2025-09-26
CDR1615,P079,P128,1103,2025-10-26
CDR1616,P116,P005,85,2026-05-04
CDR1617,P087,P015,701,2026-06-22
CDR1618,P011,P104,252,2026-02-18
CDR1619,P055,P134,948,2026-04-12
CDR1620,P138,P039,1527,2026-01-14
CDR1621,P149,P060,157,2026-03-24
CDR1622,P010,P037,1011,2025-12-02
CDR1623,P005,P121,1276,2026-06-15
CDR1624,P012,P063,1446,2026-08-10
CDR1625,P034,P004,362,2026-06-26
CDR1626,P013,P079,1690,2025-11-17
CDR1627,P025,P117,1261,2026-04-24
CDR1628,P044,P017,1684,2026-06-09
CDR1629,P028,P030,1028,2025-11-13
CDR1630,P057,P017,1657,2026-04-22
CDR1631,P052,P110,700,2025-11-30
CDR1632,P103,P084,257,2025-09-16
CDR1633,P148,P140,291,2025-12-01
CDR1634,P083,P055,1575,2026-05-04
CDR1635,P012,P045,697,2026-03-28
CDR1636,P017,P031,570,2026-05-20
CDR1637,P037,P107,354,2025-11-14
CDR1638,P095,P142,347,2025-12-31
CDR1639,P113,P063,1201,2025-10-01
CDR1640,P011,P035,214,2025-11-16
CDR1641,P097,P041,42,2026-01-16
CDR1642,P125,P021,23,2026-05-13
CDR1643,P002,P046,192,2025-10-04
CDR1644,P073,P107,1430,2025-12-30
CDR1645,P122,P033,432,2026-07-27
CDR1646,P037,P070,1081,2026-07-11
CDR1647,P116,P106,499,2026-02-09
CDR1648,P045,P010,1231,2026-07-19
CDR1649,P047,P128,1263,2025-09-26
CDR1650,P023,P078,722,2025-09-26
CDR1651,P108,P002,1152,2026-01-03
CDR1652,P061,P050,250,2026-08-16
CDR1653,P136,P025,1277,2025-12-22
CDR1654,P093,P139,1049,2025-09-06
CDR1655,P057,P119,1587,2026-03-08
CDR1656,P054,P071,118,2026-03-28
CDR1657,P050,P029,1641,2025-10-10
CDR1658,P039,P122,1028,2026-02-21
CDR1659,P046,P041,1382,2025-11-02
CDR1660,P012,P014,1330,2026-07-31
CDR1661,P094,P073,439,2026-07-23
CDR1662,P112,P065,694,2026-06-04
CDR1663,P117,P012,223,2026-05-21
CDR1664,P014,P138,370,2025-11-20
CDR1665,P041,P008,1003,2026-04-15
CDR1666,P132,P030,155,2026-01-05
CDR1667,P061,P114,1223,2025-10-01
CDR1668,P149,P084,868,2026-06-23
CDR1669,P051,P084,481,2026-03-06
CDR1670,P029,P084,476,2026-05-01
CDR1671,P026,P061,1520,2026-02-28
CDR1672,P106,P052,779,2025-09-29
CDR1673,P057,P019,974,2025-11-04
CDR1674,P150,P125,121,2025-09-08
CDR1675,P112,P038,452,2026-01-18
CDR1676,P117,P046,803,2026-02-09
CDR1677,P096,P035,947,2025-09-28
CDR1678,P050,P092,562,2025-09-07
CDR1679,P052,P086,270,2026-01-18
CDR1680,P009,P146,132,2026-01-04
CDR1681,P072,P035,237,2025-10-19
CDR1682,P120,P118,866,2026-06-04
CDR1683,P044,P088,460,2026-01-22
CDR1684,P076,P041,1626,2026-04-04
CDR1685,P044,P148,1142,2026-07-29
CDR1686,P059,P023,853,2025-12-08
CDR1687,P134,P126,1775,2025-10-14
CDR1688,P056,P122,1724,2026-06-13
CDR1689,P119,P072,39,2025-09-08
CDR1690,P110,P064,517,2025-10-01
CDR1691,P084,P112,1196,2025-12-05
CDR1692,P057,P039,1184,2026-06-23
CDR1693,P002,P107,100,2025-09-05
CDR1694,P011,P121,1512,2026-01-23
CDR1695,P130,P009,881,2026-07-25
CDR1696,P136,P101,991,2026-01-09
CDR1697,P026,P116,1024,2025-09-11
CDR1698,P062,P022,1153,2026-07-20
CDR1699,P004,P105,456,2026-04-08
CDR1700,P034,P092,615,2026-08-14
CDR1701,P062,P024,42,2025-12-13
CDR1702,P123,P079,341,2026-09-03
CDR1703,P118,P147,1540,2026-01-12
CDR1704,P150,P007,941,2025-12-14
CDR1705,P119,P036,1800,2026-07-17
CDR1706,P104,P048,1627,2025-11-24
CDR1707,P095,P119,1451,2026-08-29
CDR1708,P001,P019,798,2025-10-15
CDR1709,P086,P136,76,2026-05-13
CDR1710,P076,P110,1551,2026-02-27
CDR1711,P070,P139,1188,2026-07-28
CDR1712,P054,P021,1280,2026-04-28
CDR1713,P086,P015,1064,2025-11-27
CDR1714,P094,P014,237,2026-03-08
CDR1715,P099,P094,963,2025-09-24
CDR1716,P011,P094,760,2026-05-12
CDR1717,P045,P144,1453,2026-02-21
CDR1718,P018,P144,1462,2026-08-04
CDR1719,P053,P036,695,2026-03-13
CDR1720,P062,P139,242,2026-01-04
CDR1721,P123,P149,1794,2026-04-03
CDR1722,P054,P058,666,2025-11-09
CDR1723,P091,P069,1041,2026-01-27
CDR1724,P109,P071,121,2026-06-22
CDR1725,P017,P096,717,2025-10-31
CDR1726,P116,P125,1036,2026-02-01
CDR1727,P135,P032,972,2025-09-03
CDR1728,P137,P075,935,2025-10-19
CDR1729,P095,P017,395,2026-07-02
CDR1730,P118,P023,174,2026-05-25
CDR1731,P101,P046,600,2026-07-03
CDR1732,P020,P028,347,2026-07-16
CDR1733,P071,P029,1437,2026-02-15
CDR1734,P038,P128,318,2025-09-10
CDR1735,P053,P134,1294,2026-02-28
CDR1736,P006,P076,863,2025-09-27
CDR1737,P139,P034,980,2026-02-18
CDR1738,P089,P108,919,2026-05-26
CDR1739,P006,P075,397,2026-02-20
CDR1740,P017,P006,1795,2026-01-17
CDR1741,P060,P134,1330,2026-05-20
CDR1742,P086,P106,1195,2025-09-29
CDR1743,P088,P084,1005,2025-09-17
CDR1744,P136,P141,921,2025-11-14
CDR1745,P118,P078,1171,2026-01-08
CDR1746,P034,P079,361,2025-11-03
CDR1747,P067,P059,1001,2026-02-20
CDR1748,P096,P074,1586,2025-11-14
CDR1749,P013,P038,733,2026-05-25
CDR1750,P073,P117,350,2026-08-19
CDR1751,P042,P138,594,2025-10-23
CDR1752,P047,P045,1728,2026-04-17
CDR1753,P040,P042,497,2026-01-03
CDR1754,P030,P011,658,2026-01-03
CDR1755,P148,P033,912,2026-06-30
CDR1756,P067,P095,387,2025-11-24
CDR1757,P053,P144,1458,2026-03-06
CDR1758,P009,P082,714,2025-09-26
CDR1759,P038,P096,928,2026-06-16
CDR1760,P139,P042,1102,2025-12-03
CDR1761,P078,P032,61,2025-10-03
CDR1762,P104,P128,1583,2026-03-05
CDR1763,P038,P118,665,2025-11-01
CDR1764,P040,P002,1522,2025-09-30
CDR1765,P140,P130,688,2026-02-06
CDR1766,P076,P122,603,2026-01-01
CDR1767,P147,P038,1647,2025-11-25
CDR1768,P145,P114,703,2026-07-20
CDR1769,P029,P123,92,2026-08-30
CDR1770,P036,P142,249,2025-11-20
CDR1771,P079,P007,832,2026-07-19
CDR1772,P057,P115,741,2025-10-24
CDR1773,P024,P084,122,2025-10-31
CDR1774,P050,P150,1088,2026-03-09
CDR1775,P057,P072,410,2025-09-15
CDR1776,P006,P022,1112,2026-02-23
CDR1777,P115,P023,1058,2026-05-08
CDR1778,P101,P050,1014,2026-06-02
CDR1779,P082,P131,124,2025-09-04
CDR1780,P093,P102,312,2025-11-09
CDR1781,P110,P095,800,2026-06-30
CDR1782,P096,P004,592,2026-04-28
CDR1783,P089,P090,640,2026-04-19
CDR1784,P115,P144,189,2025-11-22
CDR1785,P056,P114,1528,2025-12-10
CDR1786,P107,P114,601,2026-03-25
CDR1787,P042,P109,1502,2026-04-27
CDR1788,P107,P036,1721,2025-09-20
CDR1789,P023,P037,435,2026-04-29
CDR1790,P078,P122,1786,2026-06-02
CDR1791,P135,P086,145,2025-09-21
CDR1792,P097,P023,23,2025-11-03
CDR1793,P105,P070,858,2026-07-15
CDR1794,P045,P143,956,2026-04-10
CDR1795,P146,P036,418,2025-11-06
CDR1796,P048,P098,602,2026-08-06
CDR1797,P142,P126,96,2025-12-14
CDR1798,P078,P150,632,2025-09-19
CDR1799,P127,P144,1525,2026-06-12
CDR1800,P119,P058,64,2026-07-11
CDR1801,P001,P040,547,2026-02-27
CDR1802,P077,P121,264,2025-09-11
CDR1803,P074,P107,377,2025-10-05
CDR1804,P126,P063,68,2026-06-23
CDR1805,P031,P071,1019,2026-04-18
CDR1806,P018,P093,1200,2025-12-24
CDR1807,P124,P145,903,2026-08-01
CDR1808,P067,P122,1431,2025-09-08
CDR1809,P031,P096,1059,2025-11-02
CDR1810,P148,P005,1741,2025-09-08
CDR1811,P067,P042,1201,2026-05-20
CDR1812,P015,P038,664,2026-03-05
CDR1813,P119,P035,741,2026-07-26
CDR1814,P042,P014,568,2025-09-16
CDR1815,P093,P108,1313,2026-08-29
CDR1816,P092,P013,603,2025-10-13
CDR1817,P075,P136,1318,2025-09-06
CDR1818,P020,P132,406,2025-10-01
CDR1819,P047,P025,1236,2025-11-16
CDR1820,P043,P140,670,2025-12-27
CDR1821,P081,P078,565,2026-08-31
CDR1822,P093,P025,1104,2026-01-21
CDR1823,P149,P091,1696,2026-07-08
CDR1824,P037,P004,290,2026-07-02
CDR1825,P133,P073,773,2026-01-03
CDR1826,P125,P106,706,2026-03-05
CDR1827,P042,P027,456,2026-09-03
CDR1828,P040,P129,462,2026-03-07
CDR1829,P049,P144,1266,2025-10-24
CDR1830,P135,P137,1469,2026-08-22
CDR1831,P142,P030,864,2025-10-25
CDR1832,P118,P020,248,2026-06-15
CDR1833,P034,P005,992,2026-03-09
CDR1834,P090,P080,1425,2026-07-01
CDR1835,P093,P036,1683,2025-12-26
CDR1836,P114,P134,1573,2026-02-23
CDR1837,P088,P045,1463,2026-07-28
CDR1838,P078,P008,1534,2026-03-16
CDR1839,P031,P057,273,2025-11-05
CDR1840,P037,P059,639,2025-10-11
CDR1841,P033,P054,276,2026-01-11
CDR1842,P021,P109,1424,2026-03-10
CDR1843,P029,P020,48,2025-10-23
CDR1844,P124,P111,97,2026-08-03
CDR1845,P051,P028,77,2025-12-24
CDR1846,P132,P016,970,2026-07-17
CDR1847,P031,P065,98,2025-09-04
CDR1848,P017,P078,1377,2026-08-10
CDR1849,P003,P025,1612,2026-04-14
CDR1850,P032,P053,1213,2026-05-12
CDR1851,P052,P048,1383,2026-03-07
CDR1852,P090,P008,195,2026-08-26
CDR1853,P038,P072,1197,2025-10-28
CDR1854,P090,P091,338,2026-01-02
CDR1855,P129,P062,1044,2026-03-23
CDR1856,P146,P018,212,2025-12-31
CDR1857,P149,P004,1093,2025-10-13
CDR1858,P056,P050,587,2026-08-22
CDR1859,P044,P138,18,2025-11-26
CDR1860,P026,P055,1042,2026-06-13
CDR1861,P122,P094,1439,2026-02-13
CDR1862,P048,P113,1389,2026-07-09
CDR1863,P028,P047,1719,2026-08-21
CDR1864,P091,P098,878,2026-02-25
CDR1865,P055,P132,476,2025-10-26
CDR1866,P105,P029,1569,2026-01-23
CDR1867,P081,P032,964,2025-11-26
CDR1868,P029,P134,288,2026-02-11
CDR1869,P127,P093,1453,2026-08-19
CDR1870,P074,P143,1488,2026-08-10
CDR1871,P011,P022,681,2026-03-15
CDR1872,P127,P030,798,2026-03-16
CDR1873,P073,P117,1239,2026-05-19
CDR1874,P080,P114,472,2026-04-08
CDR1875,P142,P105,605,2026-07-05
CDR1876,P110,P049,1764,2026-02-01
CDR1877,P018,P122,1400,2026-03-24
CDR1878,P095,P046,36,2026-05-22
CDR1879,P126,P027,821,2025-10-14
CDR1880,P113,P134,1358,2026-04-07
CDR1881,P022,P031,303,2026-03-10
CDR1882,P102,P103,1433,2026-01-24
CDR1883,P027,P044,142,2025-11-04
CDR1884,P094,P051,703,2025-11-21
CDR1885,P052,P104,261,2026-02-05
CDR1886,P060,P109,1495,2026-02-13
CDR1887,P128,P072,1576,2025-10-24
CDR1888,P149,P070,1558,2025-09-09
CDR1889,P103,P092,984,2026-07-23
CDR1890,P104,P125,1057,2025-11-15
CDR1891,P072,P038,1582,2025-10-03
CDR1892,P117,P028,260,2025-10-02
CDR1893,P065,P126,1028,2026-05-01
CDR1894,P060,P035,70,2026-05-31
CDR1895,P026,P014,1710,2025-10-04
CDR1896,P018,P128,1398,2025-10-16
CDR1897,P007,P046,793,2026-04-10
CDR1898,P084,P040,630,2026-06-02
CDR1899,P025,P020,1363,2026-02-28
CDR1900,P134,P127,1633,2026-06-25
CDR1901,P120,P052,611,2025-11-28
CDR1902,P128,P126,1043,2026-06-26
CDR1903,P067,P139,713,2026-05-08
CDR1904,P139,P140,46,2025-12-25
CDR1905,P009,P111,253,2025-09-25
CDR1906,P099,P116,654,2026-04-04
CDR1907,P097,P114,951,2026-03-29
CDR1908,P010,P009,372,2025-12-08
CDR1909,P143,P078,1456,2026-01-06
CDR1910,P043,P126,892,2026-03-23
CDR1911,P035,P080,1475,2026-08-02
CDR1912,P100,P125,1574,2026-02-22
CDR1913,P029,P146,1392,2026-04-06
CDR1914,P126,P142,1413,2025-10-07
CDR1915,P139,P147,972,2025-10-22
CDR1916,P122,P144,1759,2025-09-21
CDR1917,P041,P130,124,2026-05-30
CDR1918,P101,P068,1023,2025-12-16
CDR1919,P097,P091,1579,2026-01-11
CDR1920,P073,P083,135,2026-02-10
CDR1921,P008,P012,272,2026-07-04
CDR1922,P094,P090,1667,2026-06-12
CDR1923,P150,P007,1577,2026-06-25
CDR1924,P088,P098,209,2025-11-15
CDR1925,P110,P089,741,2026-02-21
CDR1926,P106,P090,125,2026-03-26
CDR1927,P063,P064,490,2025-12-10
CDR1928,P080,P022,1419,2026-05-06
CDR1929,P017,P079,244,2025-10-16
CDR1930,P087,P044,50,2025-12-22
CDR1931,P138,P084,86,2026-05-12
CDR1932,P118,P109,1173,2025-11-03
CDR1933,P132,P108,556,2025-11-16
CDR1934,P006,P121,1214,2026-08-22
CDR1935,P006,P082,783,2026-07-17
CDR1936,P147,P100,670,2026-07-31
CDR1937,P147,P026,1665,2025-11-12
CDR1938,P126,P026,1424,2026-04-08
CDR1939,P053,P087,1027,2026-04-19
CDR1940,P129,P087,351,2026-04-24
CDR1941,P077,P094,902,2025-12-01
CDR1942,P052,P128,1311,2025-12-18
CDR1943,P020,P138,448,2026-06-19
CDR1944,P074,P068,107,2026-08-19
CDR1945,P077,P147,833,2026-05-24
CDR1946,P058,P024,1479,2026-03-30
CDR1947,P149,P025,1222,2026-08-18
CDR1948,P087,P070,147,2025-11-05
CDR1949,P146,P136,983,2026-08-07
CDR1950,P110,P054,721,2026-08-04
CDR1951,P020,P078,1043,2025-12-12
CDR1952,P077,P111,1368,2025-12-08
