transaction_id,sender_person_id,receiver_person_id,amount,transaction_date,transaction_type
T1015,P123,P040,45695.21,2026-07-04,IMPS
T1016,P058,P037,29042.92,2025-12-25,NEFT
T1017,P100,P066,88252.78,2025-11-20,IMPS
T1018,P006,P111,80642.32,2026-01-06,NEFT
T1019,P011,P118,41331.96,2026-08-07,NEFT
T1020,P103,P033,84093.47,2026-04-22,IMPS
T1021,P054,P104,42403.5,2025-10-21,Bank Transfer
T1022,P118,P116,44667.34,2026-01-21,Bank Transfer
T1023,P119,P094,34111.23,2025-10-29,Bank Transfer
T1024,P035,P136,20988.55,2026-05-12,NEFT
T1025,P049,P146,19862.89,2025-11-20,IMPS
T1026,P119,P141,86312.65,2026-08-13,Bank Transfer
T1027,P096,P079,21744.61,2026-03-22,NEFT
T1028,P121,P028,54511.46,2026-01-06,Bank Transfer
T1029,P077,P106,5563.13,2026-02-01,NEFT
T1030,P087,P142,89047.5,2026-03-31,Bank Transfer
T1031,P133,P111,18441.37,2026-05-14,Bank Transfer
T1032,P007,P053,38904.08,2026-06-04,NEFT
T1033,P070,P145,77039.38,2026-06-06,Bank Transfer
T1034,P148,P051,15492.98,2026-02-17,IMPS
T1035,P120,P063,86868.99,2026-04-11,NEFT
T1036,P125,P081,61230.63,2026-09-01,UPI
T1037,P025,P017,9032.13,2026-07-05,UPI
T1038,P014,P085,85333.79,2025-12-12,IMPS
T1039,P092,P052,74486.64,2025-10-26,NEFT
T1040,P079,P017,36612.54,2026-06-22,IMPS
T1041,P150,P115,47771.19,2026-02-24,NEFT
T1042,P075,P078,10599.2,2026-07-11,NEFT
T1043,P039,P042,41810.99,2026-06-08,Bank Transfer
T1044,P041,P144,55455.96,2025-11-06,Bank Transfer
T1045,P072,P064,97624.41,2026-03-16,NEFT
T1046,P114,P025,75689.51,2026-07-10,NEFT
T1047,P098,P122,38247.29,2025-11-02,NEFT
T1048,P006,P093,93128.75,2026-03-20,NEFT
T1049,P115,P006,97044.52,2026-07-25,IMPS
T1050,P087,P022,88705.83,2026-06-09,UPI
T1051,P046,P035,62591.09,2025-12-28,Bank Transfer
T1052,P039,P029,99293.23,2026-02-07,NEFT
T1053,P083,P075,71285.11,2026-07-25,UPI
T1054,P091,P127,2087.58,2025-10-26,Bank Transfer
T1055,P044,P094,85199.66,2026-03-03,NEFT
T1056,P132,P072,98212.62,2025-12-17,UPI
T1057,P126,P082,90628.76,2026-02-21,UPI
T1058,P062,P079,26679.78,2026-06-19,Bank Transfer
T1059,P087,P011,27647.24,2025-09-07,Bank Transfer
T1060,P021,P086,55351.77,2025-11-24,NEFT
T1061,P003,P147,2411.61,2026-05-07,Bank Transfer
T1062,P052,P121,38311.68,2026-08-10,UPI
T1063,P070,P097,33895.67,2025-10-10,Bank Transfer
T1064,P105,P088,13667.84,2025-12-22,IMPS
T1065,P067,P142,19693.89,2026-06-12,IMPS
T1066,P069,P022,91379.06,2026-07-13,UPI
T1067,P082,P131,89634.0,2026-02-21,UPI
T1068,P033,P028,24674.62,2026-06-14,NEFT
T1069,P096,P017,15823.61,2026-06-23,NEFT
T1070,P023,P020,1459.7,2026-03-30,UPI
T1071,P088,P019,16046.26,2026-08-24,Bank Transfer
T1072,P085,P028,61450.24,2026-01-09,UPI
T1073,P036,P052,91841.22,2026-04-14,UPI
T1074,P048,P024,71966.31,2026-04-25,UPI
T1075,P001,P111,79263.48,2025-09-07,NEFT
T1076,P054,P013,71839.43,2026-02-16,Bank Transfer
T1077,P083,P136,19667.54,2026-04-08,NEFT
T1078,P127,P048,47186.44,2026-06-25,UPI
T1079,P114,P048,51004.65,2025-12-20,UPI
T1080,P046,P051,26694.53,2025-10-01,NEFT
T1081,P032,P020,19225.75,2026-01-23,IMPS
T1082,P059,P042,39769.46,2025-11-01,IMPS
T1083,P106,P130,64239.2,2026-03-04,NEFT
T1084,P110,P065,82534.62,2026-07-30,NEFT
T1085,P136,P002,65656.8,2026-05-15,IMPS
T1086,P073,P042,6933.01,2026-05-09,UPI
T1087,P127,P089,90318.0,2025-09-16,UPI
T1088,P111,P021,67566.49,2025-09-25,Bank Transfer
T1089,P004,P023,32180.61,2026-03-25,IMPS
T1090,P017,P146,26612.51,2026-02-06,IMPS
T1091,P116,P092,74348.17,2026-03-21,Bank Transfer
T1092,P095,P128,30374.59,2026-01-22,Bank Transfer
T1093,P081,P140,99910.19,2025-10-14,NEFT
T1094,P059,P044,4748.6,2026-04-01,IMPS
T1095,P105,P120,88057.48,2025-10-18,IMPS
T1096,P104,P119,86933.89,2026-05-15,Bank Transfer
T1097,P116,P040,14637.25,2026-06-21,Bank Transfer
T1098,P108,P007,87399.5,2026-04-06,IMPS
T1099,P098,P039,40242.12,2026-06-30,UPI
T1100,P112,P045,15528.35,2026-01-14,NEFT
T1101,P056,P025,2130.74,2026-07-03,Bank Transfer
T1102,P039,P070,34062.86,2026-03-08,UPI
T1103,P128,P101,16252.48,2026-04-01,IMPS
T1104,P059,P049,48910.21,2026-03-20,Bank Transfer
T1105,P111,P112,94759.42,2026-04-05,NEFT
T1106,P125,P016,35660.26,2025-12-03,UPI
T1107,P018,P083,70749.4,2025-11-09,IMPS
T1108,P037,P061,52116.89,2026-03-07,Bank Transfer
T1109,P056,P107,49305.43,2026-01-07,IMPS
T1110,P041,P087,63230.67,2026-01-10,Bank Transfer
T1111,P032,P034,53198.85,2026-08-10,IMPS
T1112,P096,P033,37271.97,2026-01-05,Bank Transfer
T1113,P017,P005,44984.28,2026-06-13,Bank Transfer
T1114,P064,P054,94485.39,2026-03-13,NEFT
T1115,P081,P122,78787.21,2025-11-29,IMPS
T1116,P148,P085,69983.79,2026-02-27,NEFT
T1117,P083,P147,97128.0,2025-10-10,NEFT
T1118,P061,P064,49114.5,2026-08-15,Bank Transfer
T1119,P005,P081,51340.57,2025-11-18,UPI
T1120,P099,P038,62548.9,2026-05-10,UPI
T1121,P136,P126,46537.58,2025-10-24,IMPS
T1122,P018,P116,39262.86,2026-06-23,NEFT
T1123,P071,P037,36696.35,2026-07-13,UPI
T1124,P122,P064,22721.67,2026-03-20,UPI
T1125,P084,P092,82571.26,2026-04-30,Bank Transfer
T1126,P144,P038,78476.58,2025-09-10,IMPS
T1127,P125,P081,60674.72,2026-07-13,NEFT
T1128,P049,P031,29914.15,2025-09-17,UPI
T1129,P050,P135,79985.43,2026-08-03,IMPS
T1130,P064,P097,42587.64,2026-08-26,UPI
T1131,P077,P067,20821.88,2025-10-21,IMPS
T1132,P007,P008,65337.68,2025-10-27,Bank Transfer
T1133,P021,P095,46761.48,2026-06-06,NEFT
T1134,P115,P098,55748.8,2026-02-01,Bank Transfer
T1135,P081,P028,93721.85,2026-04-16,Bank Transfer
T1136,P071,P051,70776.52,2026-08-31,Bank Transfer
T1137,P073,P042,58854.79,2026-01-28,IMPS
T1138,P005,P032,5716.14,2026-05-28,IMPS
T1139,P142,P123,37197.79,2026-03-02,IMPS
T1140,P097,P141,3033.79,2026-07-16,Bank Transfer
T1141,P083,P102,18210.84,2026-01-05,UPI
T1142,P073,P083,56778.88,2025-12-01,UPI
T1143,P131,P015,72416.28,2026-08-28,NEFT
T1144,P128,P017,92731.4,2026-03-06,NEFT
T1145,P039,P027,52516.67,2025-12-18,NEFT
T1146,P024,P093,97245.78,2025-11-16,IMPS
T1147,P021,P106,34685.52,2025-12-01,UPI
T1148,P127,P103,54738.58,2026-05-19,Bank Transfer
T1149,P102,P040,55035.7,2026-06-21,UPI
T1150,P054,P115,16326.52,2026-06-13,IMPS
T1151,P059,P062,6123.16,2026-06-12,UPI
T1152,P014,P058,48129.98,2026-04-14,UPI
T1153,P057,P060,95021.62,2025-12-20,NEFT
T1154,P129,P082,32633.55,2026-07-11,Bank Transfer
T1155,P005,P131,76670.9,2025-12-04,Bank Transfer
T1156,P007,P107,55228.09,2026-05-27,UPI
T1157,P052,P010,21279.24,2025-11-29,Bank Transfer
T1158,P002,P090,70331.51,2026-06-23,IMPS
T1159,P131,P043,40019.56,2026-08-10,NEFT
T1160,P138,P002,91562.47,2026-04-21,IMPS
T1161,P069,P143,37742.91,2026-06-27,Bank Transfer
T1162,P041,P052,75540.06,2026-06-27,IMPS
T1163,P086,P051,33042.28,2026-03-02,IMPS
T1164,P101,P031,65221.03,2025-11-28,Bank Transfer
T1165,P008,P115,60535.1,2026-06-10,Bank Transfer
T1166,P053,P048,11713.0,2026-06-26,Bank Transfer
T1167,P028,P053,20414.19,2025-09-11,IMPS
T1168,P055,P078,36413.36,2025-12-13,UPI
T1169,P059,P146,89075.55,2026-04-21,IMPS
T1170,P056,P131,2869.35,2025-12-10,UPI
T1171,P056,P047,86105.62,2025-10-22,NEFT
T1172,P128,P100,72136.94,2025-12-24,Bank Transfer
T1173,P101,P043,92121.49,2026-03-06,Bank Transfer
T1174,P144,P074,79602.82,2025-09-17,NEFT
T1175,P020,P028,88499.03,2026-06-06,UPI
T1176,P013,P003,94705.32,2026-03-20,UPI
T1177,P078,P114,38451.38,2025-09-21,NEFT
T1178,P025,P014,37120.95,2026-08-02,NEFT
T1179,P109,P096,8071.9,2025-09-09,Bank Transfer
T1180,P006,P077,77159.15,2026-03-01,UPI
T1181,P078,P037,26641.2,2025-09-06,NEFT
T1182,P031,P008,88088.91,2026-08-23,Bank Transfer
T1183,P045,P004,11702.38,2026-03-31,NEFT
T1184,P117,P149,69644.4,2025-09-19,IMPS
T1185,P070,P006,70436.23,2026-04-23,Bank Transfer
T1186,P017,P040,21939.82,2026-01-21,Bank Transfer
T1187,P097,P008,4197.54,2026-05-07,Bank Transfer
T1188,P120,P106,17914.78,2026-08-25,UPI
T1189,P148,P012,65832.7,2026-07-17,IMPS
T1190,P073,P123,20668.51,2026-07-16,IMPS
T1191,P007,P070,96337.37,2025-11-04,NEFT
T1192,P061,P115,81130.22,2026-02-20,UPI
T1193,P145,P112,56114.97,2026-01-08,Bank Transfer
T1194,P060,P013,29008.45,2025-11-08,UPI
T1195,P095,P117,82161.06,2026-06-18,NEFT
T1196,P096,P142,54306.32,2026-08-11,IMPS
T1197,P089,P105,17809.29,2025-09-23,Bank Transfer
T1198,P096,P120,98359.52,2026-03-03,IMPS
T1199,P038,P127,67733.21,2026-03-28,Bank Transfer
T1200,P093,P111,9101.33,2026-06-11,IMPS
T1201,P036,P086,92509.55,2026-05-27,Bank Transfer
T1202,P116,P139,86249.1,2026-04-25,NEFT
T1203,P011,P088,50882.11,2026-04-05,NEFT
T1204,P088,P139,63453.4,2026-03-07,NEFT
T1205,P147,P036,97734.58,2026-06-11,NEFT
T1206,P102,P021,82432.62,2025-09-27,UPI
T1207,P129,P140,4676.85,2026-07-08,UPI
T1208,P148,P002,25844.36,2026-05-10,NEFT
T1209,P059,P086,49173.41,2026-02-05,IMPS
T1210,P096,P141,93724.34,2026-05-13,Bank Transfer
T1211,P057,P148,35437.87,2026-03-10,Bank Transfer
T1212,P028,P058,64226.7,2026-03-24,Bank Transfer
T1213,P040,P049,71762.09,2026-01-06,UPI
T1214,P127,P037,91626.45,2026-03-14,IMPS
T1215,P062,P104,30634.33,2026-07-26,NEFT
T1216,P139,P025,95179.28,2025-11-19,NEFT
T1217,P007,P005,3594.2,2026-08-07,UPI
T1218,P054,P048,82851.83,2025-11-19,UPI
T1219,P018,P065,45533.64,2025-09-14,UPI
T1220,P109,P092,66327.71,2025-10-31,UPI
T1221,P077,P088,39080.86,2025-09-20,NEFT
T1222,P078,P110,62116.15,2026-09-02,Bank Transfer
T1223,P011,P126,97712.84,2025-11-08,Bank Transfer
T1224,P082,P090,3588.51,2026-06-28,Bank Transfer
T1225,P099,P138,77093.85,2026-03-27,Bank Transfer
T1226,P090,P126,99466.51,2026-04-14,Bank Transfer
T1227,P010,P125,76025.42,2025-11-23,UPI
T1228,P122,P065,54601.63,2026-06-09,UPI
T1229,P063,P025,45741.28,2026-02-07,IMPS
T1230,P062,P121,3917.04,2026-03-13,IMPS
T1231,P142,P116,22047.26,2026-02-01,Bank Transfer
T1232,P025,P003,68540.47,2026-02-12,UPI
T1233,P130,P114,7375.41,2026-05-10,NEFT
T1234,P119,P071,69864.54,2026-05-29,Bank Transfer
T1235,P138,P013,25693.83,2026-07-26,UPI
T1236,P133,P126,17804.91,2026-01-25,Bank Transfer
T1237,P076,P042,4461.74,2026-06-13,IMPS
T1238,P110,P029,68837.33,2026-06-15,UPI
T1239,P051,P124,48881.62,2026-05-26,UPI
T1240,P100,P046,77360.04,2026-01-19,UPI
T1241,P078,P047,22730.55,2026-01-13,Bank Transfer
T1242,P059,P114,80937.64,2025-10-21,UPI
T1243,P026,P043,14350.93,2026-07-31,UPI
T1244,P113,P128,36984.23,2026-02-21,Bank Transfer
T1245,P006,P135,89820.1,2026-07-31,IMPS
T1246,P140,P028,42153.15,2025-10-23,UPI
T1247,P072,P112,55949.52,2026-02-01,Bank Transfer
T1248,P018,P017,9180.67,2025-09-24,IMPS
T1249,P122,P103,50957.8,2026-05-25,NEFT
T1250,P036,P031,2898.87,2026-06-23,UPI
T1251,P147,P048,66631.77,2025-12-18,Bank Transfer
T1252,P140,P096,55958.16,2026-04-09,Bank Transfer
T1253,P018,P048,58420.99,2025-12-28,UPI
T1254,P144,P011,23608.71,2026-07-08,NEFT
T1255,P077,P035,74790.89,2026-03-05,Bank Transfer
T1256,P003,P096,6469.4,2025-11-10,UPI
T1257,P029,P135,66758.16,2026-04-30,UPI
T1258,P078,P036,32293.16,2025-10-18,NEFT
T1259,P123,P055,19272.37,2025-09-19,Bank Transfer
T1260,P123,P055,10355.18,2025-12-16,Bank Transfer
T1261,P142,P139,85939.93,2026-03-27,UPI
T1262,P038,P033,85855.64,2026-02-19,NEFT
T1263,P018,P123,51581.77,2026-05-24,UPI
T1264,P145,P043,25083.25,2026-06-24,Bank Transfer
T1265,P093,P058,82883.58,2025-12-24,Bank Transfer
T1266,P016,P111,4769.44,2025-10-10,IMPS
T1267,P102,P008,19664.27,2026-07-20,IMPS
T1268,P101,P116,60840.43,2026-08-19,NEFT
T1269,P033,P123,61682.13,2026-01-01,Bank Transfer
T1270,P041,P062,60098.4,2026-06-02,IMPS
T1271,P128,P020,43557.78,2025-09-15,UPI
T1272,P107,P017,56387.82,2025-12-29,NEFT
T1273,P011,P095,28100.25,2025-10-14,IMPS
T1274,P119,P088,30697.94,2026-04-23,IMPS
T1275,P079,P121,51388.28,2026-08-16,Bank Transfer
T1276,P144,P147,14158.1,2025-12-30,IMPS
T1277,P024,P126,97535.05,2026-02-12,UPI
T1278,P065,P069,93449.01,2026-03-22,IMPS
T1279,P132,P059,31648.64,2026-08-29,IMPS
T1280,P062,P145,19531.02,2026-05-27,IMPS
T1281,P050,P086,52008.34,2026-01-06,Bank Transfer
T1282,P072,P068,59977.17,2025-12-13,NEFT
T1283,P036,P076,19401.62,2026-07-24,IMPS
T1284,P139,P142,32453.68,2026-01-09,Bank Transfer
T1285,P149,P134,17754.85,2026-02-22,IMPS
T1286,P064,P053,60014.06,2026-04-06,IMPS
T1287,P047,P128,37812.36,2026-08-07,Bank Transfer
T1288,P124,P070,93282.15,2026-01-19,Bank Transfer
T1289,P138,P088,15060.82,2025-12-08,UPI
T1290,P065,P032,96668.11,2026-03-23,Bank Transfer
T1291,P001,P018,19298.34,2026-07-11,IMPS
T1292,P127,P117,93507.73,2026-01-27,IMPS
T1293,P131,P146,42339.07,2026-01-05,IMPS
T1294,P014,P110,62997.22,2026-04-20,Bank Transfer
T1295,P028,P122,43998.64,2026-02-21,IMPS
T1296,P031,P036,18519.92,2026-04-01,IMPS
T1297,P014,P011,84793.88,2026-05-17,IMPS
T1298,P028,P141,53754.65,2026-06-23,NEFT
T1299,P025,P109,20886.83,2026-04-08,UPI
T1300,P003,P029,34091.79,2026-04-07,IMPS
T1301,P073,P111,24447.69,2025-12-13,NEFT
T1302,P147,P069,92821.23,2026-03-08,IMPS
T1303,P061,P039,2783.93,2026-01-09,IMPS
T1304,P057,P044,80668.18,2026-06-30,Bank Transfer
T1305,P053,P139,61821.52,2026-02-16,NEFT
T1306,P024,P147,74175.38,2025-12-14,IMPS
T1307,P125,P032,10020.52,2026-03-28,Bank Transfer
T1308,P057,P062,46220.91,2026-08-21,NEFT
T1309,P045,P057,28307.33,2025-09-19,UPI
T1310,P062,P079,43801.73,2026-06-05,Bank Transfer
T1311,P115,P055,23601.98,2025-10-16,UPI
T1312,P105,P114,44531.49,2026-06-02,Bank Transfer
T1313,P098,P006,54355.83,2026-01-26,IMPS
T1314,P053,P126,43946.7,2026-06-29,IMPS
T1315,P083,P006,50153.7,2026-01-12,Bank Transfer
T1316,P114,P053,37609.62,2026-04-01,UPI
T1317,P097,P044,78912.96,2026-04-18,NEFT
T1318,P056,P081,35649.92,2026-09-03,IMPS
T1319,P064,P075,89896.03,2026-07-23,Bank Transfer
T1320,P121,P007,68805.97,2026-04-04,NEFT
T1321,P017,P116,71450.43,2025-12-22,UPI
T1322,P100,P147,34845.82,2025-12-02,Bank Transfer
T1323,P006,P126,43911.04,2026-06-17,Bank Transfer
T1324,P109,P023,44017.55,2026-02-15,IMPS
T1325,P059,P069,36976.18,2025-11-07,IMPS
T1326,P123,P041,17269.89,2026-02-08,NEFT
T1327,P010,P098,36774.9,2026-08-17,NEFT
T1328,P024,P041,9691.49,2025-11-24,UPI
T1329,P065,P021,52762.76,2025-12-14,IMPS
T1330,P116,P039,29668.7,2025-09-27,Bank Transfer
T1331,P072,P048,23294.32,2026-04-05,IMPS
T1332,P043,P134,7144.5,2026-06-03,UPI
T1333,P014,P147,65634.88,2026-02-15,NEFT
T1334,P074,P141,47289.71,2026-06-11,Bank Transfer
T1335,P043,P061,2209.59,2026-04-15,NEFT
T1336,P020,P018,77397.21,2025-12-09,IMPS
T1337,P046,P137,12851.66,2026-01-12,Bank Transfer
T1338,P142,P095,72459.25,2026-03-18,NEFT
T1339,P137,P048,24941.83,2025-11-16,UPI
T1340,P084,P044,76751.79,2026-07-05,UPI
T1341,P129,P130,89536.4,2025-09-22,Bank Transfer
T1342,P035,P043,5310.27,2026-05-06,NEFT
T1343,P034,P062,86237.98,2026-06-19,IMPS
T1344,P147,P072,46509.32,2026-05-02,Bank Transfer
T1345,P045,P029,71486.25,2026-05-25,NEFT
T1346,P011,P018,98294.2,2026-04-24,NEFT
T1347,P001,P074,46346.88,2026-06-10,Bank Transfer
T1348,P102,P141,54376.16,2026-07-17,Bank Transfer
T1349,P135,P120,96229.44,2026-07-20,IMPS
T1350,P148,P104,75287.31,2026-05-12,Bank Transfer
T1351,P043,P129,85863.72,2026-08-15,NEFT
T1352,P010,P053,7805.0,2026-08-04,IMPS
T1353,P077,P030,60637.38,2026-02-15,Bank Transfer
T1354,P098,P097,30302.04,2026-05-28,UPI
T1355,P081,P125,20270.93,2026-02-06,UPI
T1356,P056,P112,77619.67,2025-09-29,NEFT
T1357,P116,P036,65082.6,2025-12-17,IMPS
T1358,P102,P063,14660.38,2025-12-02,NEFT
T1359,P113,P065,48934.2,2026-08-18,Bank Transfer
T1360,P120,P096,88297.15,2026-08-15,Bank Transfer
T1361,P034,P107,95982.03,2025-10-13,NEFT
T1362,P038,P026,29894.1,2025-11-28,UPI
T1363,P090,P120,90984.51,2026-04-18,Bank Transfer
T1364,P020,P076,35800.05,2026-06-17,Bank Transfer
T1365,P011,P123,7241.69,2026-07-22,IMPS
T1366,P050,P080,92237.54,2025-11-06,NEFT
T1367,P003,P026,15020.93,2025-09-06,IMPS
T1368,P016,P007,51195.92,2026-06-15,IMPS
T1369,P007,P115,40639.5,2025-10-03,Bank Transfer
T1370,P089,P084,28850.25,2026-06-17,UPI
T1371,P133,P150,12768.13,2026-05-22,Bank Transfer
T1372,P125,P111,76482.14,2026-04-27,UPI
T1373,P141,P145,50841.8,2026-07-09,NEFT
T1374,P097,P085,66231.32,2026-03-08,Bank Transfer
T1375,P069,P037,14650.02,2025-12-23,NEFT
T1376,P024,P099,27938.1,2025-09-20,NEFT
T1377,P011,P012,30639.57,2026-03-02,NEFT
T1378,P050,P108,57144.84,2026-03-03,Bank Transfer
T1379,P039,P110,54932.07,2026-03-26,IMPS
T1380,P054,P001,99107.14,2025-12-05,NEFT
T1381,P010,P068,72860.17,2026-02-26,UPI
T1382,P057,P120,91555.83,2026-08-21,NEFT
T1383,P127,P030,8456.97,2026-05-05,Bank Transfer
T1384,P088,P096,85134.09,2026-02-04,IMPS
T1385,P148,P143,55018.57,2025-11-27,IMPS
T1386,P084,P135,15982.03,2026-03-07,IMPS
T1387,P063,P058,81585.72,2026-02-23,Bank Transfer
T1388,P124,P070,33151.29,2026-07-08,IMPS
T1389,P128,P104,5603.01,2025-12-28,IMPS
T1390,P066,P028,82494.86,2026-02-28,NEFT
T1391,P057,P064,46702.58,2026-05-27,NEFT
T1392,P026,P139,50831.44,2025-12-07,Bank Transfer
T1393,P103,P108,56874.0,2026-07-04,IMPS
T1394,P021,P063,16663.32,2026-04-22,Bank Transfer
T1395,P017,P081,92649.39,2026-02-18,UPI
T1396,P112,P104,81598.55,2025-09-25,NEFT
T1397,P107,P122,97846.68,2025-09-24,IMPS
T1398,P095,P031,31146.74,2026-08-09,Bank Transfer
T1399,P126,P102,59048.11,2026-08-26,Bank Transfer
T1400,P111,P061,29003.53,2026-06-09,NEFT
T1401,P087,P041,59999.23,2025-12-28,Bank Transfer
T1402,P022,P026,8668.44,2026-06-22,UPI
T1403,P039,P139,43139.99,2026-03-07,UPI
T1404,P039,P014,707.68,2025-12-08,NEFT
T1405,P009,P035,29496.59,2025-11-02,IMPS
T1406,P092,P147,9208.26,2025-11-15,NEFT
T1407,P080,P085,10447.15,2025-11-07,UPI
T1408,P011,P001,82232.26,2026-02-09,NEFT
T1409,P044,P101,82507.0,2026-07-30,Bank Transfer
T1410,P028,P069,59540.33,2026-03-14,UPI
T1411,P073,P036,6961.78,2026-08-11,IMPS
T1412,P041,P132,10063.96,2026-05-28,NEFT
T1413,P073,P009,39642.65,2026-03-02,IMPS
T1414,P042,P122,81121.94,2025-11-27,IMPS
T1415,P131,P079,29718.5,2026-05-04,Bank Transfer
T1416,P108,P061,79528.62,2026-05-22,IMPS
T1417,P084,P054,24447.79,2025-11-14,NEFT
T1418,P040,P010,8405.59,2026-02-26,UPI
T1419,P038,P028,99823.46,2026-07-25,NEFT
T1420,P039,P019,28606.29,2026-03-09,IMPS
T1421,P082,P149,24305.78,2026-03-15,Bank Transfer
T1422,P112,P105,12700.54,2025-11-07,IMPS
T1423,P054,P122,65790.08,2026-03-07,IMPS
T1424,P041,P101,19553.12,2026-08-04,UPI
T1425,P013,P009,84191.57,2026-09-02,IMPS
T1426,P100,P048,81345.62,2026-01-10,Bank Transfer
T1427,P102,P083,45236.42,2026-04-17,IMPS
T1428,P109,P081,95827.48,2025-10-25,NEFT
T1429,P002,P043,95451.81,2025-11-09,Bank Transfer
T1430,P024,P125,87614.34,2026-05-28,IMPS
T1431,P038,P011,88479.8,2026-07-02,NEFT
T1432,P132,P127,95727.73,2026-06-27,NEFT
T1433,P047,P107,4325.68,2026-02-09,UPI
T1434,P093,P088,80120.76,2026-01-16,IMPS
T1435,P087,P001,10907.43,2026-07-23,NEFT
T1436,P055,P038,33585.53,2026-04-15,IMPS
T1437,P136,P101,89013.84,2025-10-17,NEFT
T1438,P112,P011,45767.77,2025-12-24,IMPS
T1439,P138,P117,4929.11,2026-02-21,IMPS
T1440,P005,P105,59137.37,2026-06-20,UPI
T1441,P122,P107,92940.32,2025-10-13,NEFT
T1442,P081,P058,45202.5,2026-06-12,IMPS
T1443,P010,P059,67009.01,2026-03-31,IMPS
T1444,P102,P068,926.36,2026-06-13,NEFT
T1445,P011,P057,95224.85,2026-08-10,Bank Transfer
T1446,P062,P102,723.92,2026-04-27,UPI
T1447,P020,P071,53758.13,2026-03-24,Bank Transfer
T1448,P005,P129,86920.32,2026-07-17,IMPS
T1449,P014,P128,98892.4,2026-02-10,NEFT
T1450,P137,P142,29111.94,2026-06-18,UPI
T1451,P061,P100,56295.09,2026-07-15,IMPS
T1452,P046,P140,65782.2,2026-05-07,UPI
T1453,P110,P021,33213.1,2026-06-30,NEFT
T1454,P123,P006,10396.26,2025-10-01,IMPS
T1455,P044,P075,67345.18,2026-07-28,Bank Transfer
T1456,P042,P110,20807.29,2026-01-24,NEFT
T1457,P093,P025,76626.72,2026-06-23,IMPS
T1458,P080,P139,69309.97,2026-04-20,UPI
T1459,P020,P040,87385.51,2025-10-08,UPI
T1460,P062,P017,77977.15,2025-12-23,IMPS
T1461,P046,P030,76607.58,2025-10-21,IMPS
T1462,P032,P129,76716.98,2026-08-13,Bank Transfer
T1463,P131,P032,48383.57,2026-09-02,IMPS
T1464,P022,P092,79005.5,2026-02-13,IMPS
T1465,P046,P100,80756.89,2025-11-12,IMPS
T1466,P005,P023,99216.24,2025-11-23,NEFT
T1467,P038,P088,16453.81,2025-10-08,NEFT
T1468,P123,P090,3464.02,2026-08-07,Bank Transfer
T1469,P111,P027,80823.87,2026-09-03,Bank Transfer
T1470,P055,P043,19419.3,2026-05-02,Bank Transfer
T1471,P018,P059,83533.86,2026-03-07,Bank Transfer
T1472,P143,P118,39033.92,2026-04-08,IMPS
T1473,P051,P011,4119.76,2026-01-13,NEFT
T1474,P001,P147,35864.44,2025-12-21,IMPS
T1475,P087,P107,75098.4,2026-04-22,UPI
T1476,P081,P119,8979.91,2026-06-08,UPI
T1477,P134,P144,76729.45,2025-12-05,NEFT
T1478,P122,P127,55581.71,2025-10-10,IMPS
T1479,P031,P009,78721.55,2025-10-09,IMPS
T1480,P063,P080,53939.61,2025-12-08,Bank Transfer
T1481,P076,P010,85936.36,2025-10-01,UPI
T1482,P077,P036,69742.72,2026-03-11,Bank Transfer
T1483,P040,P072,34324.15,2026-04-02,Bank Transfer
T1484,P020,P136,36696.63,2025-10-29,Bank Transfer
T1485,P079,P077,40983.65,2026-04-25,UPI
T1486,P073,P084,18885.23,2026-04-28,UPI
T1487,P036,P135,60489.19,2026-01-16,UPI
T1488,P093,P030,9968.15,2026-07-08,IMPS
T1489,P086,P082,88896.63,2026-07-10,NEFT
T1490,P148,P055,58431.71,2025-10-27,UPI
T1491,P060,P013,28013.23,2026-08-23,UPI
T1492,P141,P148,87094.89,2026-09-01,IMPS
T1493,P142,P077,10493.35,2025-11-12,Bank Transfer
T1494,P011,P080,91924.41,2026-02-22,Bank Transfer
T1495,P024,P086,27270.29,2025-09-18,UPI
T1496,P036,P018,9884.34,2026-06-18,UPI
T1497,P028,P123,4731.22,2026-08-07,IMPS
T1498,P104,P139,11135.65,2025-12-29,NEFT
T1499,P144,P064,8659.88,2026-02-13,NEFT
T1500,P048,P146,70219.4,2026-06-20,UPI
